title,url,company,address,salary,experience,education,tags,fuli,detail
SLAM视觉开发工程师,https://www.lagou.com/jobs/5300323.html,"天瑞地安
该企业已上传营业执照并通过资质验证审核",杭州·秋涛北…,"11k-20k
经验1-3年",本科,计算机视觉,[],“五险一金”,"职位描述：

职位描述：
1. 负责机器人系统上位机软件开发
2. 参与技术研讨、软件设计
3. 进行机器人系统视觉SLAM、路径规划和导航等功能的实现和调试
4. 进行机器人系统任务调度、行为控制、交互等功能的实现和调试
要求：
1. 2年以上工作经验。自动化、计算机科学或相关专业本科及以上学历，英语四级以上
2. 具备较强的沟通能力、学习能力、综合分析能力及解决问题能力
3. 具备良好的计算机视觉相关理论基础，包括常见的模型及算法
4. 熟练运用常用视觉库，如OpenCV等，并理解其原理
5. 了解SLAM、机器人自主导航领域
6. 熟练掌握C/C++，Python中的一门或类似的编程语言
7. 熟练运用Linux操作系统进行开发环境搭建、编程和调试
8. 具备并行运算、加速运算，如CUDA相关经验者优先
9. 具备工业机器人、AGV、自动化相关经验者优先
10. 具备ROS基础者优先"
机器人SLAM算法助理工程师,https://www.lagou.com/jobs/5301928.html,聿冠,上海·嘉定区,"8k-10k
经验不限",本科,人工智能,[],“弹性制工作时间、餐补、出差补贴、绩效奖金”,"职位描述：
职位信息：
1. 研发基于激光SLAM的高精度导航定位算法。
2. 参与软件模块分析设计，代码优化及测试等工作。
3. 参与机器调试与性能调优。
4. 可接受应届毕业生。
任职资格：
1. 计算机，电子，自动化相关专业本科及以上学历。
2. 熟悉基本SLAM算法与多传感器融合方法，有建图及导航经验。
3. 熟悉ROS，可进行再开发与调试。
4. 熟练掌握c++，熟悉基本数据结构与算法。
5. 熟悉Linux操作系统。"
算法工程师（Slam/运动控制/模式识别/图像等）,https://www.lagou.com/jobs/4277875.html,"科沃斯机器人
该企业已上传营业执照并通过资质验证审核",苏州·越溪,"14k-25k
经验3-5年",本科,"地图
深度学习
图像处理",[],"“氛围好,美女多,产品牛”","职位描述：
算法工程师（Slam）
【岗位职责】
1.      研究并开发基于多传感器（惯导、视觉、激光雷达）融合的地图构建算法以及自主定位算法；
2.      研究并开发机器人自主路径规划以及运动规划算法；
3.      负责算法的优化、移植和产品化。
  【任职要求】
1.      数学、物理学等理科专业硕士及以上学历；
2.      精通非线性最小二乘问题，对bayes滤波与稀疏矩阵求解问题有实际经验者优先
3.      接触过至少一款激光、图像或RGBD等视觉传感器，并能理解传感器参数与误差模型。
4.      熟悉主流slam算法，了解前沿技术与产品，对于机器人算法方面有浓厚兴趣者优先。
5.      具有一定的编程能力，熟悉C/C++ python，有ROS开发经验
算法工程师（运动控制）
【岗位职责】
1.      负责智能机器人运动控制算法的开发与实现；
2.      负责智能机器人运动轨迹规划算法和优化相关研究工作；
3.      根据产品规划、系统构架和功能需求完成控制程序开发及文档的编写；
  【任职要求】
1.      通信、电子工程、自动化、计算机相关专业本科及以上学历；
2.      精通C/C++编程，熟悉嵌入式linux;
3.      具备机器人控制相关知识，具有运动控制/导航相关的研发经历，以及运动控制算法设计、建模与控制等方面的研发经验；
4.      理解坐标空间变换原理，掌握物体运动学和动力学建模的基本方法；
5.      熟悉ROS机器人操作系统者优先。
模式识别算法工程师
岗位职责：
1、 开发在家庭环境下场景图像识别算法；
2、 通过机器学习算法，训练机器人在家庭环境识别场景；
任职要求：
1、数学、模式识别、计算机、自动化等相关专业，硕士及以上学历；
2、熟练掌握图像处理和模式识别的基本算法，并在如下一个或多个相关方向有深入研究：目标检测、目标跟踪、目标识别、几何图像校正、图像特征提取、场景分割和图像质量评价等；
3、具备C/C++开发经验，代码编写能力较强，能用C/C++、MATLAB、Lua或Python等语言完成算法的设计、编码和验证工作,有使用opencv计算机视觉库的开发经验优先考虑；
4、熟悉TensorFlow、Caffe等1至2种机器学习算法框架，机器学习和统计学习方法，深度学习方法，图像处理算法研究经验者优先考虑；
5、有较强的外文献检索能力，有较好的英文读写能力，有文献代码实现及移植能力者优先。"
CSIG16-自动驾驶SLAM算法工程师（北京）,https://www.lagou.com/jobs/5242019.html,"腾讯
该企业已上传营业执照并通过资质验证审核",北京·北京大…,"20k-40k
经验3-5年",硕士,"免费班车
成长空间
年度旅游
岗位晋升",[],"“大平台,大空间”","职位描述：
岗位职责：
    负责激光点云地图的建图，以及基于点云地图的定位等；
   
    负责激光/视觉SLAM或 Odometry 的相关工作。    

岗位要求：
     计算机视觉、应用数学、理论物理等相关专业硕士及以上学历，三年以上相关工作经验；
   
     熟悉常见的优化算法，熟练掌握Ceres   Solver，G2O至少一种优化非线性优化库；
   
     精通EKF，PF滤波算法，熟悉马尔科夫模型以及贝叶斯理论；
   
     有良好的沟通能力和团队合作能力，善于沟通，工作自主驱动，具备良好的问题定位分析能力；
   
     有实际的CUDA开发经验优先考虑；
   
     在计算机科学顶级会议和期刊如NIPS、CVPR、ICCV等发表过论文，有深度学习学术或工程项目经验者优先考虑。    "
vSLAM工程师,https://www.lagou.com/jobs/4801888.html,"珊口智能
该企业已上传营业执照并通过资质验证审核",深圳·西乡,"20k-35k
经验1-3年",硕士,"机器学习
深度学习
图像处理
模式识别",[],"“期权,产品前景好,核心团队”","职位描述：
工作职责：
1.   负责对现有双目vslam算法架构进行设计和调整。
2.   负责对现有vslam算法进行性能提升，鲁棒性提升等。
3.   负责与惯性算法工程师合作进行融合算法开发； 
4.   负责计算机视觉、图像识别相关算法的合作开发；

任职资格：
1.  硕士以上学历，模式识别/通信/计算机/电子/数学相关专业
2．两年以上vslam算法工作经验；
2.  精通Matlab/C/C++，熟悉数字图像处理和图形常用算法原理；
3.  对于slam算法架构深入研究；
4.  熟练掌握常见数据结构和算法，能够分析和优化计算逻辑，提升性能；
5. 有OpenCV/PCL/OpenGL开发经验优先；
6.  掌握基础算法知识，比如KF、EKF、PF等经验优先；
7.  有VINS、PTAM、LSD-SLAM、ORB-SLAM等SLAM开发经验；
8.  具备良好的学习能力，能够熟练阅读英文文献，并根据文献快速实现相关算法；"
视觉slam-无人机,https://www.lagou.com/jobs/5006557.html,"美团点评
该企业已上传营业执照并通过资质验证审核",北京·望京,"25k-45k
经验3-5年",硕士,"人工智能
算法
计算机视觉",[],“技术大牛”,"职位描述：
岗位职责：
研发无人机基于Camera、IMU等传感器的SLAM算法，使无人机具有自主飞行、路径规划能力；
与嵌入式软件开发工程师配合，编写强健的系统级代码，进行算法在嵌入式系统中的移植和优化。
岗位要求：
有视觉SLAM开发经验，熟悉常见相关的vSLAM算法，如ORB-SLAM、SVO、DSO、MonoSLAM，VINS以及RGB-D等；
具备优秀的编程能力，精通C/C++开发；
有良好的数学基础，熟悉矩阵、概率论、及相关优化理论；
有机器人或无人机室内定位导航项目实际开发经验或相关比赛经验者优先。具有多传感器融合经验者优先；
具有嵌入式系统开发、移植和优化者优先。"
VSLAM算法工程师,https://www.lagou.com/jobs/3564703.html,"速感科技
该企业已上传营业执照并通过资质验证审核",北京·知春路,"15k-25k
经验不限",本科,"地图
人工智能
计算机视觉",[],"“免费午晚饭,技术大牛,弹性工作,年底多薪”","职位描述：
职位信息
工作职责：
1. 激光SLAM的算法开发
2. 对SLAM开源算法选型和二次开发
3. 与惯导算法工程师配合进行融合算法开发
4. vSLAM相关算法的合作开发

任职资格：
1. 硕士以上学历，模式识别/计算机/电子/数学相关专业;
2. 熟悉EKF、粒子滤波、g2o、BA等算法,能够分析和优化计算逻辑，提升性能；
3. 扎实的数学功底，精通线性代数、概率论、微积分； 
4. 有LSD-SLAM、ORB-SLAM等SLAM开发经验优先;
5. 具备良好的学习能力，能够熟练阅读英文文献，并根据文献快速实现相关算法"
【深圳】计算机视觉工程师,https://www.lagou.com/jobs/4352869.html,"Navatics
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"15k-25k
经验1-3年",本科,"图像处理
算法",[],"“弹性工作,产品有趣,团队靠谱,各种福利”","职位描述：
【岗位任务】
1.在嵌入式及其他平台上开发和实现并优化图像处理技术
2.配置文件处理算法，识别热点并提出合理的优化选项
3.参与设计、代码评审会议.
4.负责撰写工作文档
  【职位需求】
1.独立分析并解决项目问题
2.精通软件工程原理
3.善于使用Git
4.精通C/C++ 和OpenCV
5.掌握Windows和Ubuntu（或其他类Unix系统）操作系统
6.对与图像/视频增强相关的计算机视觉技术有较强的理解，如相机校准、直方图均衡、色彩增强、色彩恢复、HDR、视频稳定、图像拼接、镜头不失真等
7.为人幽默，善于沟通
  【加分项】
1.有学术研究和阅读学术论文的经验
2.有机器人操作系统（ROS）和机器人的经验
3.有参与开源软件项目的相关经验
4.有CUDA、OpenCL、OpenGL（ES）、dsp或fpga进行代码优化方面的经验
5.有CMOS图像传感器交互和开发应用程序的经验
6.有视觉跟踪算法的经验，他们的实现和基准测试方法
7.有立体视觉算法及其实现的经验
8.具有光学流、SLAM、三维重建、机器学习、（深层）神经网络的经验"
计算机视觉算法工程师,https://www.lagou.com/jobs/3388250.html,"零零无限
该企业已上传营业执照并通过资质验证审核",杭州·仓前,"20k-40k
经验1-3年",硕士,"机器学习
深度学习
模式识别",[],"“优秀团队,人工智能,无人机”","职位描述：
岗位职责：
该职位致力于革新所有和无人机相关的传统方法，包括但不限于：光流算法，数字稳像（EIS）算法，slam算法，无人机视觉壁障系统，3d重建算法，深度摄像头相关算法。和产品组一起挑全新的应用场景并解决相应的技术问题。
  岗位要求：
2年以上计算机视觉算法相关工作经验；
在计算机视觉领域的某个方向有深入的研究及个人的见解，譬如，slam算法，光流算法， sfm算法， 3D重建算法， RGBD相关算法等等
扎实的数学和计算机功底；
至少精通一门编程语言：C/C++, java, python, matlab, R等均可
头脑灵活，有很强的学习能力和解决问题的能力；
永远具有好奇心，为各种未知和挑战而兴奋
本科及以上学历
有在高质量期刊或平台发表过计算机视觉或者机器学习领域论文加分
有相关领域竞赛获奖者加分"
定位算法工程师,https://www.lagou.com/jobs/4394901.html,"PerceptIn普思英察
该企业已上传营业执照并通过资质验证审核",深圳·科技园,"25k-50k
经验1-3年",本科,"智能硬件
人工智能
计算机视觉",[],"“海归团队,弹性工作,工作氛围好,五险一金”","职位描述：
岗位职责：
1.基于GPS、惯性传感器、车身信息的局部及全局定位算法开发；
2.基于图像、激光等多种感知信息的定位算法开发；
3.负责研究并开发无人车自主避障、自主路径规划以及运动规划控制算法。
1）基于车体的摄像头、激光雷达、IMU和GPS，负责设计和实现无人车的建图、定位算法
2）负责在车体调试和测试定位算法
岗位职责：
1. 重点本科以上学历，机器人、自动化、计算机、电子、电气工程、机械自动化等相关专业；
2. 有自主移动机器人或自动驾驶汽车项目经验优先，具有惯性导航、组合导航系统或WiFi定位开发经验优先；
3. 熟悉惯导系统测试技术及方法，有应用卡尔曼滤波算法(KF,EKF,UKF等)经验的优先；
4. 具有视觉或激光SLAM经验优先；
5. 熟练掌握C++语言和编译、连接、调试工具，熟悉多线程编程。

欢迎浏览我们的官网了解更多：https://www.perceptin.com.cn
产品网站：
https://www.dragonflycar.io/"
资深机器人软件工程师（ROS）,https://www.lagou.com/jobs/5243597.html,"Aibee
该企业已上传营业执照并通过资质验证审核",北京·西北旺,"30k-60k
经验5-10年",硕士,"算法
人工智能",[],"“AI,技术驱动”","职位描述：
职责
负责机器人定位、建图、路径规划、控制算法的开发、集成和调试
ROS系统在机器人产品中的应用开发与优化
要求
计算机相关专业硕士以上学历
5年以上机器人研发经验
精通C/C++，扎实的计算机基础理论知识和编程能力
精通Linux/ROS，熟悉Linux/ROS系统工作原理
熟悉SLAM、路径规划算法原理"
视觉SLAM算法工程师-2019校招,https://www.lagou.com/jobs/5263552.html,"HoloMatic
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"15k-30k
经验应届毕业生",硕士,人工智能,[],“牛人多 六险一金 全年14薪 带薪年假”,"职位描述：
岗位职责:
实现自动驾驶系统中的定位、建图的相关算法, 主要包括但不限于以下几项:
1、基于相机、激光雷达等传感器的SLAM 系统研发；
2、高精地图的构建算法研发；
3、多传感器标定算法研发。
任职要求:
1、数学, 计算机, 软件, 自动化, 电子信息等相关专业；
2、对自动驾驶行业非常感兴趣，有较强的独立工作能力和团队精神。"
自动驾驶视觉SLAM无人车定位算法工程师,https://www.lagou.com/jobs/5241970.html,"腾讯
该企业已上传营业执照并通过资质验证审核",北京·北京大…,"20k-40k
经验3-5年",硕士,"免费班车
成长空间
年度旅游
岗位晋升",[],"“大平台,大空间”","职位描述：
岗位职责：
基于视觉SLAM的自动驾驶定位算法开发    

岗位要求：
精通C++开发，熟练使用openCV，熟悉linux环境。
   
精通多视图几何、视觉三维重建、矩阵论等数学理论。
   
精通VO， ORB-SLAM，LSD-SLAM等算法框架。
   
精通视觉Feature提取与优化，熟悉DBoW， g2o, ceres-solver 。
   
精通KF, PF, MCL滤波算法。
   
有自研SLAM算法经验为佳。    "
感知算法工程师,https://www.lagou.com/jobs/4394796.html,"PerceptIn普思英察
该企业已上传营业执照并通过资质验证审核",深圳·科技园,"25k-50k
经验1-3年",本科,"智能硬件
计算机视觉
图像处理
模式识别",[],"“海归团队,工作氛围好,弹性工作,五险一金”","职位描述：
岗位职责：
1. 负责开发及实现面向自动驾驶平台等应用的复杂感知功能无人驾驶核心感知算法，如基于视觉的目标检测、目标跟踪算法，基于激光雷达的点云分割和分类算法；
2. 负责开发激光雷达、毫米波雷达和视觉的多传感器融合算法基于视觉，激光雷达等传感器的环境感知算法,如，车道线检测、物体分类识别、物体跟踪算法。
岗位要求：
1. 重点本科以上学历，计算机、电子、自动化、机器人图像处理、计算机、雷达、信号处理、电子、应用数学相关专业；
2. 具有模式识别、图像处理、计算机视觉、激光雷达点云处理、多传感器数据融合、机器学习/深度学习等相关领域经验，具有以下一方面或多方面经验包括但不限于：
  1)传统计算机视觉算法，如相机模型、相机校准、边缘检测、投影变换、RANSAC等基于单目/双目相机，多传感器融合SLAM；
  2)多传感器融合算法，如Kalman滤波图像多视几何算法，双目stereo深度估计/标定；
  3)图像处理，多传感器标定；
  4)激光点云的预处理、对象检测、跟踪、场景理解与分割；
  5)基于深度学习/传统机器学习算法的物体检测与识别、场景理解等
4. 熟练掌握C++语言和编译、连接、调试工具等常用编程语言，熟悉多线程编程
5.具有ADAS、无人驾驶、无人机相关项目经验的优先。

  欢迎浏览我们的官网了解更多：https://www.perceptin.com.cn
产品网站：
https://www.dragonflycar.io/"
机器人软件工程师（ROS）,https://www.lagou.com/jobs/5243457.html,"Aibee
该企业已上传营业执照并通过资质验证审核",北京·西北旺,"20k-40k
经验不限",硕士,"算法
人工智能",[],"“AI,技术驱动”","职位描述：
职责
- 负责机器人定位、建图、路径规划、控制算法的开发、集成和调试
- ROS系统在机器人产品中的应用开发与优化
要求
- 计算机相关专业硕士以上学历
- 1年以上机器人研发经验
- 精通C/C++，扎实的计算机基础理论知识和编程能力
- 精通Linux/ROS，熟悉Linux/ROS系统工作原理
- 了解SLAM、路径规划算法原理"
无人驾驶算法工程师,https://www.lagou.com/jobs/5088957.html,"中智行科技有限公司
该企业已上传营业执照并通过资质验证审核",南京·栖霞区,"25k-50k
经验1-3年",硕士,"人工智能
计算机视觉
深度学习",[],"“出国机会,中美团队,顶级大牛,包吃伙食好”","职位描述：
岗位职责：
全面负责公司系列无人车产品的感知、定位或规划控制算法的开发，包括三维点云/视觉目标检测识别追踪，点云地图配准定位，地图建立与SLAM技术，车辆驾驶决策与路径规划技术等。


任职要求:
1、优秀的编程能力，熟练掌握C++、Python。
2、具备ROS下机器人系统研发能力，熟练掌握Linux，有无人驾驶，移动机器人相关项目开发经验，了解autoware，Apollo等开源自动驾驶项目。
3、精通以下一个或多个领域: 
基于视觉/激光雷达的目标检测、识别、跟踪；
点云/图像场景分割、理解；
三维点云/图像处理方法及相关工具库;
雷达摄像头等多传感器融合方法;
基于深度学习目标检测常见算法;
激光/视觉SLAM;
高精度地图;
无人车驾驶决策与路径规划及控制算法等"
ROS开发工程师,https://www.lagou.com/jobs/4728810.html,"MYNTAI小觅智能
该企业已上传营业执照并通过资质验证审核",北京·望京,"18k-30k
经验1-3年",本科,"嵌入式
自动化",[],"“发展空间大,快速发展期,团队氛围好,薪资优越”","职位描述：
岗位职责:
1、负责ROS系统在机器人产品中的应用开发与优化；
2、开发，集成，移植基于ROS系统的视觉传感模块，实现机器人定位，建图，路径规划。
3、能独立完成软件系统及模块的编码及测试；
4、根据项目具体要求，完成相关联技术项目的设计与开发。
基本要求:
1、熟悉ROS机器人系统技术体系，熟练掌握ROS开发工具，有不少于1年相关软件开发经历；
2、熟悉c,C++或python；
3、了解机器人导航算法或机器人运动控制算法；
4、良好的团队沟通和协调能力，良好的学习能力，较强的责任感及进取精神。
加分项：
1、熟悉slam基本原理，在校期间参加过机器人竞赛。"
定位与高精度地图算法工程师,https://www.lagou.com/jobs/4838077.html,"图森未来
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"25k-50k
经验不限",本科,"人工智能
计算机视觉
机器学习",[],"“行业前沿,大牛云集,发展空间大,薪酬福利好”","职位描述：
岗位职责：
使用多源传感器（包括但不限于视觉与LiDAR）开发基于不同依据的高精度定位模块，用于自动驾驶中分米级别的高精度定位；
使用视觉和Lidar技术建立以上定位模块使用的高精度地图；
综合使用相关知识，完成大规模自动化的多源传感器标定（包括但不限于相机、LiDAR、IMU）。
基础项 （前三项至少满足一项）：
了解计算机视觉中基本的几何知识；
了解常用vSLAM，VO/VIO或LiDAR SLAM算法，有实际动手或项目经验；
了解常用滤波算法，并可以灵活运用解决实际问题；
熟悉Python, C++，有很强的动手能力；
加分项：
有计算机视觉或机器学习相关研究经验，有高水平论文发表；
参加kaggle比赛获得前十名者；
参加过ACM/ICPC等编程竞赛者取得优异成绩。"
高精度地图构建及定位算法工程师,https://www.lagou.com/jobs/4096633.html,"杭州飞步科技有限公司
该企业已上传营业执照并通过资质验证审核",杭州·古墩路,"18k-35k
经验不限",本科,"人工智能
机器学习
深度学习
图像处理",[],"“五险一金,餐补交通补,弹性工作,年终奖”","职位描述：
岗位职责
实现自动驾驶系统中的定位, 建图的相关算法, 主要包括但不限于以下几项:
1. 基于相机、激光雷达等传感器的SLAM系统研发；
2. 高精地图的构建算法研发；
3. 多传感器标定算法研发。
职位要求
1. 数学, 物理，计算机, 软件, 自动化, 电子信息等相关专业本科以上学历；
2. 熟悉 C++编程, 熟悉 Linux及ROS系统；
3. 具有扎实的数学基础，熟悉矩阵、概率论、及相关优化理论；
4. 掌握 SLAM 的基础理论和算法；
5. 具备良好的逻辑沟通能力和解决实际问题的能力；
6. 有较强的的独立工作能力和团队精神；
7. 熟悉state-of-the-art的SLAM和VIO算法，研读过相关源码优先；
8. 具有城市路网高精度地图建图经验优先。"
软件工程师（图像处理）,https://www.lagou.com/jobs/4175779.html,"智神信息技术
该企业已上传营业执照并通过资质验证审核",深圳·福田区,"14k-28k
经验3-5年",本科,"旅游
视频
软件开发
C++",[],"“周末双休,五险一金,餐补交通补,绩效奖金”","职位描述：
岗位职责：
  1、负责视觉相关功能算法的研究、实现和优化;
  2、负责视频相关技术的开发;
  3、根据拟定的方案编写软件代码，并进行调试、测试及迭代更新;
  4、相关技术文档整理及编写;
  任职要求：
  1、计算机、软件工程、机器视觉、图像处理相关专业本科及以上学历 硕士优先;
  2、熟悉图像去噪、分割、增强、拼接、各类滤波器等技术;
  3、熟悉多视几何、三维建模、SLAM、图像处理、深度学习等一个或多个视觉领域的算法理论及应用;
  4、具有立体视觉、SLAM、VIO、光流跟踪、目标检测、AR/VR等相关项目的实际开发经验;
  5、3年以上C/C++编程经验，熟悉Python优先，有扎实的计算机基础;
  6、熟练掌握Windows、Linux、MacOS操作系统下开发环境， 熟悉git;
  7、熟悉OpenCV等图像处理库，有相关实际工程经验;
  8、熟练掌握OpenGL开发，对3D模型建模、渲染、算法和性能优化有丰富的经验；
  9、精通手机端 GPU处理流程，熟练使用OpenGLES技术，能编写和优化shader渲染;
  10、精通手机端 Camera API及相关应用;
  11、具有移动端系统开发经验，对图像处理、视频和机器视觉有一定的基础;
  12、工作积极认真，责任心强；能够独立完成设计研发项目；具有良好的团队合作意识；具有良好的沟通、协调、解决问题能力;
    福利待遇：
1：五险一金、周末双休
2：富有竞争力的薪酬水平、餐饮补贴、交通补贴、高温补贴、员工零食
3：福田CBD甲级写字楼，高大上的办公环境
4：完善的培养体系和晋升机制
5：丰富的业余集体活动（羽毛球，旅游，聚餐，年会等）
公司地址：深圳市福田区滨河大道9289号京基滨河时代大厦A栋3606室
地铁口：9号线下沙B出口，车公庙地铁站C出口（1,7,9,11号线）
附近公交站：上沙，下沙，天安数码城"
机器人视觉导航算法研发工程师,https://www.lagou.com/jobs/4774429.html,"达闼科技
该企业已上传营业执照并通过资质验证审核",北京·望京,"20k-40k
经验3-5年",硕士,"人工智能
计算机视觉
图像处理
模式识别",[],"“公司前景好,发展潜力大,团队氛围好,福利待遇佳”","职位描述：
岗位职责：  
1.负责机器人视觉地图构建与定位、视觉障碍识别、视觉导航等工作；  
2.从事视觉SFM/SLAM等前沿算法研究和设计；  
3.负责视觉导航算法的移植和产品化。  
   
岗位要求：  
1.熟练使用C，C++, Java或OpenCV 等编程语言；  
2.熟悉Ros开源系统,并具有相关项目经验，能够独立完成基于Ros的机器人控制软件设计者优先；  
3.视觉SLAM，激光雷达SLAM相关经验者优先；  
4.在视觉导航及机器人相关领域发表论文者优先。

                           "
算法工程师,https://www.lagou.com/jobs/5354080.html,"径卫视觉
该企业已上传营业执照并通过资质验证审核",上海·长阳路,"20k-40k
经验不限",硕士,"深度学习
机器学习
图像处理
计算机视觉",[],“人工智能 车联网”,"职位描述：
岗位职责：
1.参与智能网联汽车核心部件的研发与技术创新；
2.协助产品研发团队完成产品指标定义；
3.策略的设计参加学术会议，跟踪学术动态，熟悉业界技术发展方向
4.测试与评估外部引入技术
5.指导算法实习生完成相关研究；


任职要求：
1.熟悉机器视觉/相机标定/机器学习/目标跟踪/3D定位/SLAM/路径规划/高精度定位等中的1项或多项；
2.在工业界（例如世界500强企业研究院、或独角兽公司）完成过至少1件落地产品者优先
3.在顶级国际会议上发表过论文者，或在Github上有作品者为佳
4.良好的沟通能力；
5.良好的团队协作能力；
6.熟悉产品市场；
7.熟悉团队管理 。"
高级算法工程师( 图形、视觉方向）,https://www.lagou.com/jobs/4017372.html,"快仓智能仓储
该企业已上传营业执照并通过资质验证审核",上海·虹梅路,"25k-50k
经验5-10年",硕士,"智能硬件
机器学习
计算机视觉
图像处理",[],"“团队氛围很,技术新”","职位描述：

岗位名称：资深算法工程师
工作职责：
带领团队进行自然导航、自动驾驶、图像分析、模式识别方面的研发工作。

具体职责：
1.   负责研发自然导航算法，包括激光、视觉slam、VIO，以及相关控制算法
2.   负责研发基于视觉、多线雷达的高精度地图建立、解析和定位；
3.   负责研发机器人相关的图像分析、模式识别算法。
  职位要求：
1.   硕士及以上学历，计算机、自动化、机械电子工程等相关专业，五年以上相关工作经验；
2.   熟练掌握C++、Python，熟悉Windows或Linux下的编程开发
3.   有过实际激光、视觉SLAM移动机器人项目经验，同时具有一定自动驾驶算法开发经验，熟悉自动驾驶算法架构。
4.   精通图像分析，模式识别算法，有实际项目经验。
5.   精通Opencv, ROS等主要算法和操作系统平台开发。
6.   有采用过FPGA或者CUDA进行优化加速计算的经验优先。
    加分项：
1.   在计算机视觉、模式识别、自动驾驶、SLAM导航相关领域发表过高质量论文，例如：CVPR、ICCV、ECCV、NIPS等;"
vSLAM算法工程师/专家（视觉定位）,https://www.lagou.com/jobs/4564986.html,"阿里巴巴-高德
该企业已上传营业执照并通过资质验证审核",北京·望京,"25k-50k
经验1-3年",本科,"地图
图像处理
模式识别",[],“晋升空间大”,"职位描述：
【职位描述】
负责基于camera的SLAM算法设计、研发和系统构建，主要包括单目视觉里程计（monocular Visual Odometry）、双目视觉里程计（stereo Visual Odometry)和视觉惯性里程计（Visual-Inertial Odometry)等。
【岗位要求】
1、自动化、计算机和数学相关专业，具有良好的编程基础和较强的文献阅读能力；
2、具有Visual Odometry、Visual Inertial Odometry或vSLAM等算法开发经验，熟悉ORB-SLAM、OKVIS、VINS等开源算法；
3、具有扎实的SLAM理论基础，包括特征提取、多视几何、3D运动跟踪与位姿解算、BA优化等；
4、具有扎实的工程实现能力，对算法的优化有实际经验；
5、加分项：有自动驾驶融合定位算法经验，熟悉Camera/IMU/GNSS融合框架；
    融合定位算法工程师/专家
【职位描述】
负责基于多传感器的融合定位算法设计、研发和系统构建，主要包括MEMS陀螺仪、加速度计、里程计、GNSS、 camera等传感器及地图数据的融合。
【岗位要求】
1、自动化、计算机和数学相关专业，具有良好的编程基础和较强的文献阅读能力；
2、熟悉多传感器融合算法，对最优化理论有较深入的认识，例如：卡尔曼滤波、粒子滤波、梯度下降法、贝 叶斯理论等；
3、熟悉GNSS定位、惯性导航、视觉SLAM、语义地图匹配等定位方式中的两种及以上；
4、具有扎实的工程实现能力，对融合算法有实际项目经验；
5、在自动驾驶高精定位和高精地图构建方面有经验者优先；"
自动驾驶定位与高精度地图算法工程师,https://www.lagou.com/jobs/5350535.html,"吉利汽车
该企业已上传营业执照并通过资质验证审核",宁波·慈溪市,"30k-60k
经验3-5年",硕士,"人工智能
机器学习",[],“自动驾驶，发展空间，各种福利”,"职位描述：
岗位描述：
1、 负责基于多传感器的的高精地图构建算法开发。
2、 负责基于多传感器的融合定位算法设计、研发和系统构建，主要包括IMU、里程计、GNSS、 camera，lidar等传感器及地图数据的融合。
3、 负责算法的工程实现，性能优化，算法集成以及相关的测试工作。
岗位要求：
1、自动化、计算机和数学相关专业，具有良好的编程基础和较强的文献阅读能力；
2、熟悉多传感器融合算法，对最优化理论有较深入的认识，例如：卡尔曼滤波、粒子滤波、梯度下降法、贝叶斯理论等；
3、熟悉GNSS定位、惯性导航、视觉SLAM、Visual Odometry、激光点云SLAM等定位方式中的两种及以上；
4、熟悉Python, C++，具有扎实的工程实现能力；
5、在自动驾驶高精定位和高精地图构建方面有经验者优先；"
应用软件工程师,https://www.lagou.com/jobs/5202185.html,"博智林机器人公司
该企业已上传营业执照并通过资质验证审核",佛山·顺德区,"20k-30k
经验1-3年",本科,"云计算
大数据
后端
C++
C#/.NET",[],"“双休,高薪”","职位描述：
岗位职责：
1. 机器人控制器的软件模块的实现与维护；
2. 机器人控制器功能模块的实现与维护；
3. 负责所设计模块调试、故障分析、问题解决和维护；
4.相关专利和技术文档撰写、设计测试用例，协助制定测试方案，并分析测试结果和解决技术问题；
5.协助机器人操作说明书的编写和客户技术支持工作。

岗位要求：
1.重点院校本科及以上学历，计算机、自动化、软件工程、图形图像等相关专业，具备良好的英语阅读能力，有三年以上相关工作经验者优先；
2.掌握计算机体系结构，至少精通一种编程语言，如：C或C# 或C++；
3.了解嵌入式软件研发方法，熟悉常用开发环境，熟悉ucOS、FreeRTOS等常用RTOS，了解并使用过linux应用开发环境，具有QT开发经验；
4.精通多线程编程及网络编程理论，熟练使用SQL Server或Oracle或DB2数据库，或熟悉Player/stage、ROS、Robotics studio等机器人开发平台，熟练掌握SLAM、机器学习、路径规划等的常用功能；
5.了解机器人编程语言，了解机器人的工作原理；
6.有较强的逻辑思维能力和动手能力，良好的编程和文档编写习惯，有强烈的持续自我学习能力和意愿，善于学习新的知识，乐于发现、分析和解决复杂问题；
7.具备良好的沟通、表达与协调能力，具备良好的团队合作意识，较强的责任感及进取精神；
8.对机器人行业有较高的热情，具备较强的抗压能力，喜欢相关研发工作。"
